Review Date,Reviewer Name,Review Title,Review Content,Aggregated Sentiment,Sentiment Category
22-09-2020,DavMcM,VERY Excited to use.,"I assembled this yesterday evening and it was the easiest thing to do. Honestly took about 90 seconds. It looks sleek, it rolls smooth, plenty of storage, the cup holder will fit a Yeti, and the folding function is exceptionally simple. Haven't yet installed the car seat (we're not due for few months) but I'll imagine that's pretty simple, also. Car seat is light, but feels robust. Very happy with the EvenFlo Gold even after handling UppaBaby, Nuna, Bugaboo, and other overpriced rocket ships purchased for either vanity or to 'keep up with the Joneses'",2,positive
20-10-2021,ShannonA,Easy to use!,"As a first time mom, I did a lot of research on which travel system to buy for my baby and I'm so happy I bought this one! It is so easy to use! I love the functionality, design and safety features. I am 5 ft and I find this travel system very easy to maneuver between the six different modes, as well as collapse and stow in my trunk. The SensorSafe technology is unlike any other I've seen in the market! I also love how high up the baby and toddler seat sit on the stroller frame and there is plenty of storage. I am really happy I bought this product.",2,positive
22-04-2019,Sarah0885,So Versatile,[This review was collected as part of a promotion.] This travel system is lightweight and easy to manage. I love that it's versatile and allows for different positioning for the baby. Only thing that makes it hard with the stroller is the handle. Trying to get the baby in and out without him being in the car seat is a little hard. Overall I really love this travel system. It's more compact when folded than my previous stroller and it's easy to use. The app for the car seat is an amazing feature. I am beyond happy with this travel system and car seat. I love all the different possibilities it allows.,2,positive
29-04-2019,Pashafruit1228,Love the features,"[This review was collected as part of a promotion.] When i open the box i immediately fell in love, it’s so nice and looks very comfortable.. i like that the stroller can switch around so when my son is upset he can watch me while I’m taking my walk or just shopping my friends have asked me where did i get the stroller from and are currently trying to purchase thier own for their bundle of joy. We have a piece of mine with the sensor safe app that send alerts to your phone if anything happens to your baby i will definitely be passing this down to the next baby.. this combo is a must buy!!",2,positive
20-06-2020,Ellebelle,Enjoying my stroller,"I have a toddler and am expecting In August. I was looking for a stroller that carried both my kids, but that didn’t look bulky or have many adapters. I love this stroller, no adapters and comes with the car seat so I no longer have to find one that is compatible or buy extra things to fit it in. I love that i can convert the stroller from double to single so when my toddler outgrows the seat I can easily have a single stroller again. Definitely worth the money. I like the sensor as well, keeps my mind sane. I would recommend it.",2,positive
26-03-2020,JennH1989,Excellent Customer Service!,"My husband and I purchased this travel system for our child in July and we’ve had nothing but a great experience since. The car seat is easy to carry around and comes off the base and stroller with ease. We just started using the stroller attachment and our son seems to be quite comfortable in it. We had an issue with a piece breaking off during air travel (it was the airline company’s fault), but evenflo dealt with us quickly and efficiently to make sure our system was back in shape! The lifetime warranty really is a life saver.",2,positive
07-04-2020,Vicky186,"Stylish, easy to maneuver and super high quality","We weren't able to go out and physically try out strollers due to COVID-19 so we diligently read reviews and looked at all of the options available to us. We ended up feeling like the Evenflo Gold Shyft Smart TS was a good fit for us and we are so happy with our choice! it is so easy to put together and switch out the different settings, its absolutely GORGEOUS and it feels and looks super high quality. On top of everything else, and most importantly, it has great safety features. We would definitely recommend this product!",2,positive
05-07-2020,Matthew,Can't wait to try it!,"After a long search for a stroller we finally landed on the Evenflow Gold - Shyft. We have not had a chance to try it out yet (only a few weeks to go) but we are excited to be able to use this. The Shyft looks good and comparable to more expensive travel systems, and will certainly meet the needs of our future family. The base was easy to install in the car and the car seat clips in/out fairly easy, only complaint is the handle can get in the way. Will try and remember to update my review once we have used it more.",2,positive
08-06-2020,Baviles12,Great stroller,Being a first time mom i was very confused on what i needed and what would be something comfortable and light for me to have since im a very petite person! and let me say this stroller/car seat is worth the money its so convenient and light and easy to get in and out the car and not bulky at all like other strolled and it fits perfect in the trunk of my car! Also the sensor that comes within the car seat is pretty cool! I recommend this evenflo gold shyft to a first time mom or even if you are not a first time mom.,2,positive
22-10-2019,BDasent,5 STAR PRODUCT,"I love this product ! I have gifted 2 Evenflo pivot systems, so when I found out I was pregnant I already knew I was going to go with the evenflo brand but after much research I found out about the evenflo gold shyft & I was ecstatic. Not only did I love the design but also as a first time mom having the sensorsafe technology was an added plus. Not only is this product like no other but it is affordable. Not only do I love it but so does my fiancé. He has complemented me so many times for going with this product.",2,positive
03-05-2019,Mackenzim14,Great travel set,"[This review was collected as part of a promotion.] I love this travel set. It was super easy to put the stroller together, very easy to collapse and change seating positions on as well. The only thing I wish it had that it doesn’t is the parent tray for phone, keys, built in cup holder. It does have a smaller snap on cup holder and a very large storage basket underneath to make up for the lack of the tray. The car seat is amazing. Easy to install with the matches and is slimmer than other infant seats and is able to fit between my 2 toddlers car seats as well.",2,positive
01-06-2020,UllaM,Excellent and easy to use.,"I bought this set a few months ago and I have loved it. it's easy to adjust the carseat and install the base in the car and it's super easy to remove as well when needing to switch cars. I havent been able to use the sensor part though since theres been issues with the app. but other than that it's beautiful, easy to walk and even jog with; it's very smooth. I love the removable seat. makes it easier to put in smaller trunks and just grab the carseat from the car clip on and go! definitely recommend.",2,positive
26-04-2019,Keya28,Amazing travel system,[This review was collected as part of a promotion.] I absolutely love the SensorSafe shyft smart modular travel system it is for the everyday travel. It folds up easily and it isn’t heavy to carry. It gives my baby 2 different views wheather it’s facing me or faceing the world. Using the senor app that comes with it is so great for when I can’t remember if I buckeled the care seat or if he’s to hot in the car . Having the car seat adapt to the stroller is great for when I’m on the go. Using the travel system is great for both newborn and toddler for fun trips to the park my baby is comfortable in each position the stroller has to offer laying down flat or siting up. the stroller is easy to clean and has a comfortable surface. This stroller also allows you to add extra covering up for baby when the sun is just to hot in baby’s face,2,positive
01-05-2019,ZachG,"Good stroller, great car seat",[This review was collected as part of a promotion.] I will start by saying we love the car seat. I love the technology to help keep an eye on my son while I am driving. I wish the car seat was for bigger children too. It would help with children that are larger and still not talking. I also think it can do wonders for the disabled community as well. The stroller was just ok to me. I prefer the jogging type stroller to the 4 wheeled stroller. I would suggest combining the car seat with a nice jogging stroller and you would have a five star product,2,positive
26-05-2021,Braxtons,Mostly Happy,We are mostly happy with this product so far. It seems like high build quality and everything fits and s and together nicely. My complaints are that the shade doesn't fold up very nicely and makes the handle hard to move around. It's very annoying. The other is that I was fully expecting the base to have a load leg but it did not. That was disappointing since it didn't say anywhere that it would not be included. The handle is also not adjustable and not in the most comfortable position for me @ 5'10''.,2,positive
18-10-2021,MichiganMama,My favorite infant carseat,"Four kids, 4 different infant carseats for them and this has been my favorite. Durable, not to heavy, easy to adjust the straps when baby grows. One feature i cannot speak for is the securemax feature, I never set it up, but I love the idea of it for those who could benefit from it. The only flaw I have seen is the canopy connection keeps cracking, so I feel it could be made differently so its not so thin there, otherwise it has been great for my tiny baby, who left the hospital at just under 6lbs!!",2,positive
30-05-2019,MemereBell,Literally a lifesaver!,"As a new grandmother I was overwhelmed by the choices currently available in baby gear! I am so pleased to have found the Evenflo Shyft. Not only is it providing safety and comfort for my grandson, I am delighted that it is simple to use. I was concerned about managing a bulky, heavy travel system but the Evenflo is easily lifted and maneuvered. And, best of all, it meets every stringent standard that my daughter requires for her baby! Thank you, Evenflo for meeting the needs of our entire family!",2,positive
18-04-2020,Justyna,Great comfort and style!,"I am 7 months pregnant and having to buy a stroller online without seeing it in real life is not an easy task but this was an excellent purchase! I am impressed with the quality fabrics and how easy it was to put it all together. Just 4 clicks for the wheels and click on the stroller seat/car seat. The Evenflo Gold Shyft is light and also easy to fold. My partner and I are also tall and the handle bar is at the perfect height. Overall, a great stroller and we are looking forward to using it soon!",2,positive
03-04-2022,AmazonGirl,Safe and stylish,"We love our Evenflo gold sensor safe stroller and car seat. I love the sensor safe because it alerts me that the straps are not secure or fastened when I drive with my daughter in the car. The wheels on the stroller are able to handle grass, bark, and other things that I need to go over when I go to the park. My daughter looks very comfortable and secure in the car seat. I've had compliments from people walking by on the stylish Sapphire color of the baby seat. I also like that I can have the baby seat face me or face away from me which gives me options. I also love the great customer service of this company. I had an issue with the handle of the car seat and customer service was able to resolve my issue right away and they were very nice. Great company and great product. I highly recommend.",2,positive
14-12-2020,cg2020,Nice features easy to put together,Just received the pivot shyft travel system. Overall look is nice and the ride is smooth. I bought the connector to add my toddler on it for when we are out. Over all its a nice system. I wish it was a little more easier to put away in the trunk without taking apart everything. I also was under the impression it was like the pivot original and went into the bassinet mode which it isn't sadly. I also don't like there is only one cup holder and i had to buy the snack tray separate. The gold system tracker i just started setting up and seems a little complicated with the tracking clip that has to go in your car... I dont like that. They want my location services on at all times and that will drain my battery and also invade privacy. I dont like that. besides that its okay. I wish i loved it more..,2,positive
20-07-2020,Marie527,Easy to use and stylish,"We bought this travel system a few months ago and it is perfect for us. Easy to assemble and we love that baby can face us in both infant mode and toddler. Super easy to take car seat out of car and onto stroller, not too heavy either. The grey is a lovely neutral that matches everything. Easy to steer with larger back wheels, even through park trails. Especially love the HUGE space underneath for diaper bag and purse. Stroller folds down easily and fits in our SUV with room to spare.",2,positive
24-09-2020,MamiYo,Great Stroller!,"When we were stroller shopping for our baby, this stroller immediately caught our attention. The design is very nice and it's pretty slick. We also like how it is not so bulky. Setup is a breeze too! We use it almost everyday in the summer for walking in the park and walking in the mall and we didn't experience any issues. The front wheels of the stroller turns smoothly without a stop, like you don't have to adjust your position just to make a sudden turn. Overall this stroller is a win!",2,positive
24-03-2020,JMadray,Great Product,"Purchased this after searching for quite a long time. Love the Sensor Safe, it gives me peace of mind after i have strapped my little one in. It is very light weight. Two things I would like to see different is if the wheels were not so smooth ( had grips) and if there was the ability for the infant seat to be closer to me, it feels a bit far from the handle. It was quite complex to install, (maybe because I am a first time mom) but having the technician service available is also great",2,positive
21-12-2019,Anonymous reviewer,Ordered Shyft but received Expand,"I ordered 2 Shyft (black and garnet) because my husband wanted his own set for his car and red is his favorite! We were so excited we opened and put the together immediately. But when they came in the garnet set was the expand. It’s out of the box and put together and no chance of getting it back in to return it. My husband is ok with using the expand but even with only 1 seat in it, it’s bigger and harder to push than the Shyft. Just make sure you double check before you open boxes!!",2,positive
12-06-2020,ing123,"Easy to use, lightweight and stylish.","This travel system was the perfect combination of everything we were looking for. It's super easy to use (folding, swapping out car seat for toddler seat etc.), the car seat is lightweight and easy to carry and the overall design is very stylish. It has a nice smooth ride and isn't bulky at all. The SensorSafe technology wasn't something on our wish list - but it's a wonderful added feature to an already great travel system. Looking forward to seeing how everything holds up over time.",2,positive
19-10-2019,tgk71392,Sleek and sophisticated!,I received the Gold Shyft for my baby shower. My husband and I love it! We are expecting our 1st baby in December and just knew this travel system was the one we wanted from the get-go! Putting it together was literally as easy as snapping the wheels into the stroller. My whole family is impressed with the sleekness and sophistication of this travel system! SO CHIC! We took it for a stroll around our neighborhood and it maneuvers so well. We can’t wait for the many walks with baby!,2,positive
09-05-2019,Kayleesmom16,Super versatile!,"[This review was collected as part of a promotion.] Right out of the box I love the way it looks. Very sleek and modern looking. Easy to set up with clear instructions. The installation was simple as well. My daughter loves the stroller and is very comfortable in it. I cannot wait to use it with my newborn, the secure max carseat is safe and reliable for your precious little cargo. The storage basket is spacious as well. All in all this is an amazing travel system with great features that I would absolutely reccomend to everyone.",2,positive
26-08-2021,Wendy,Good Quality! My daughter loves it!!,"The quality of this stroller is really great. I walk and jog with my daughter almost every single day, she loves it and always fell asleep after walking her a bit. We really like the click sound to show you are attach the car seat right to the base. The only issue is when baby sitting too long in the infant car seat, she gets sweaty easily during the summer time. But overall we love this product and we already recommend our friends and they also buy the same model with us.",2,positive
19-11-2019,Bonbon88,Very impressed!,"I received this travel system as a gift for my first newborn baby, now she is almost 2 months and i would say i am so impressed! It was easy to put together. It run smooth and easily navigated, the car seat is not too heavy just the way I needed it, and it look really luxurious with high quality clothes and smart features, i do love the sensor technology very smart and I cannot feel more confident about my baby being safe and secure. Well made evenflo am really impressed.",2,positive
30-06-2020,Tanya38,Looks smart and lots of convenient features!,"We bought this for our newborn baby and so far it seems great to have a modular system. The car seat is very sturdy which is very important. The stroller also looks very smart and chic (we got it in grey) so overall I'm happy with the purchase. The only drawbacks for me would be that it's a bit on a bigger side and for me as a small person (5.3'), it's a bit hard to fold/change settings. Perhaps it's just because the stroller is still new and we haven't used it that much.",2,positive
23-05-2019,klabate,I Love This Stroller!,"[This review was collected as part of a promotion.] I have been loyal to a different brand for years, but I have to say that I have sold my other strollers as this is the only one that I need. It is light, maneuvers easily, and is roomy yet is small enough to take into smaller stores and restaurants. My favorite feature is the storage space underneath. It is huge! With my other stroller, I always felt as if I had to go on a fishing expedition just to get something out. This stroller I can take stuff in and out with ease.",2,positive
27-04-2019,JZBG24,GREAT SIZE AND STURDY!,"[This review was collected as part of a promotion.] I recently had the Urbini omni, and now using this stroller.. i see similarities but i would definitely prefer the evenflo gold! the wheels are more durable for the outdoor activities i do with my fiancée and daughter! and she LOVES being able to sit up in it and look around, from the first day we put it together she didn’t want to get out. she actually thinks it’s a “ride”! i also love the sensor system and being able to feel even more safe when she’s in the back seat.",2,positive
30-04-2019,Dani07,Great features!,[This review was collected as part of a promotion.] I love how versatial this travel system is for my family. It is very easy to put together and the instructions are easy to read. It has six different features which always it to grow with your baby. This travel system is very well built and sturdy. The infant carseat that comes with it exceded my expectations. It's easy to install and gives you peace of mind in knowing your baby is safe when traveling in this seat. I highly recommend this travel system to every parent!,2,positive
11-04-2020,LindsayB35,"Great price, many features.","I bought this stroller based on other reviews and the fact it had great safety ratings. The price also was very attractive. The set up was amazingly easy and I love how lightweight both the stroller and car seat is. It maneuvers well and feels smooth when I tested it. It folds up compactly enough to fit in my hatchback. Quality is great, features are awesome. I wish it came with a snack tray, hence the 4 stars. I'm excited for baby to arrive so I can put it use.",2,positive
02-05-2019,Carolina28,Overall great!!!,"[This review was collected as part of a promotion.] I love this set!!!! The stroller I was able to use for two of my kids and they were both more than comfortable! It looks great, it was super easy to put together, light and easy to move. My only wish for the stroller is that it would have one front wheel only and be more like a jogging stroller but overall it is GREAT set and I would recommend to all of my friends. I am actually letting a friend borrow it this week while she is deciding what to get for her newborn.",2,positive
18-06-2020,CASSzMSS,Great Versatility!!!,"We would definitely recommend this stroller. Only reason I gave it a 4 is because of the cupholder, it's not very sturdy. Other than that it's great! The SensorSafe technology wasn't something on our wish list - but it's a wonderful added feature to an already great travel system. Looking forward to seeing how everything holds up over time. This travel system was the perfect combination of everything we were looking for. It's super easy to use (folding, swapping out car seat for toddler seat etc.), the car seat is lightweight and easy to carry and the overall design is very stylish. It has a nice smooth ride and isn't bulky at all. Shyft is the best value for the money as it gives the light weight and firm design with good looks. It would be the best if I could remove all covers easily, especially the main stroller.",2,positive
15-06-2021,Wendy,First time mom loves travel system,I obsessed looking for a travel system until my sister-in-law purchased the Gold Shyft in onyx. It's versatile and looks like great quality. I've taken it out myself from the trunk and it's easy to assemble. My son has already soiled the car seat and it was easy to remove and sanitize. My only concern would be that my newborn son easily slipped in the car seat. He met the required weight so I just tried to avoid having him in the car as a newborn.,2,positive
27-04-2019,THarris242612,"Best Travel System, Hands Down!","[This review was collected as part of a promotion.] This travel system is amazing! The car seat is so easy to carry, and very comfortable. It clicks into the stroller effortlessly. The SensorSafe chest piece alerts you if your child’s buckle isn’t fastened, if your child is too hot, or has been in the car seat too long. The bassinet also clicks into the stroller effortlessly. It has 3 positions, one sitting up and two reclining. I love that you have the choice of using the bassinet or you can just click the car seat into the stroller for a quick trip! The basket underneath the stroller is very spacious! The stroller is very easy to maneuver, even one handed. The design of this travel system is beautiful, and sleek. I have nothing but positive things to say! From quick shopping trips, to grocery shopping, to baseball practices and school pick up this travel system makes everything easier!",2,positive
22-04-2019,Cathy Gardner,Great car seat and stroller combination,"We got this product on Friday and we love how easy it was to put together! The stroller went together in about 10 minutes including the time it took to take off all the packing materials and sort the pieces. It folds and unfolds so easy and changing the position of the seat is so easy and quick! Not at all heavy like our other strollers. We can not wait to use the car seat this June, it is absolutely the best infant seat we have had in our family.",2,positive
27-04-2019,Grandma Gardner,Great car seat and stroller combination!,"[This review was collected as part of a promotion.] We got this product on Friday and we love how easy it was to put together! The stroller went together in about 10 minutes including the time it took to take off all the packing materials and sort the pieces. It folds and unfolds so easy and changing the position of the seat is so easy and quick! Not at all heavy like our other strollers. We can not wait to use the car seat this June, it is absolutely the best infant seat we have had in our family.",2,positive
12-01-2023,Jennifer J.,Is falling apart after 6 months of very light use,"I ordered this for my daughter and the stroller is falling apart after 6 months of light use. We have 4 strollers total (this one, a travel one, a wagon stroller, and a jogger stroller) so this one is barely used (as we use whichever stroller matches our outing) and the foam around handles has ripped/is peeling off and the back wheel makes weird noises when pushing. For the price, I’m very disappointed in the stroller part of this travel system.",0,negative
28-04-2023,Breana M.,So easy!,"I love this stroller/car seat combo! It was super easy to put together and it isn’t too heavy or bulky. I love the way it glides, even on rough pavement and bumpy grass. The only issue I’ve had with this stroller is that one of the foam handles came off after just a few months. However, I reached out to customer support, and the issue was resolved in less than 5 minutes! Two days later, a new one came in the mail. Great customer service!",2,positive
30-05-2021,MomRN3,Sleek design and ease of use,"After researching several travel systems, we chose this model for its high safety ratings, good reviews, and appealing design. When it arrived it didn't disappoint. Even at 9 months pregnant I was easily able to assemble the stroller in little time. It's easy to convert into different modes and folds nicely for travel or storage. It's also easy to push and handles well. We love the design and the materials look to be high quality.",2,positive
28-08-2019,Jaymed,Super Easy & Great Features!,I was so excited to get the car seat & stroller and when I did I was even more excited! It was so easy to put together and even easier to use. My husband really liked the smoothness of the stroller and how easy it is to maneuver. I love how comfortable the car seat feels and how easy it is to set up in the stroller and on the base. The base requires a lot of security which makes me feel way more comfortable. Overall great product!,2,positive
28-06-2020,Currie20,Easy to use and very safe!,"I bought this car seat and stroller a few months before my son was born after much research. We have been using it for two months now and we absolutely love it. The safety features are great, we are always confident that our little one is buckled in safely and not overheating. The stroller is very easy to collapse and open and it fits great in the trunk of our vehicles. I would definitely recommend this product to others!",2,positive
20-11-2019,Drel,Luxury,"I was so excited when this arrived. After shopping around for almost 2 months for a car seat/stroller combo, we finally decided on Evenflo gold. It is so easy to put together and the safety features are a plus. I took my niece for a ride to test it out, being that the baby hasn't arrived yet and it maneuvers without any difficulty. Having an Evenflo gold is like having a luxury ride. You can't go wrong with this!!!",2,positive
01-05-2019,ShayT19,So much storage!,"[This review was collected as part of a promotion.] This stroller has many things to love about it. That being said there were things I didn’t love. Pros: - storage basket is HUGE - easily change between toddler seat, bassinet or infant seat - easy assembly of the stroller - nice easy push - infant car seat is very nicely built and the secure max clip is a nice piece of mind (though it can be difficult to unclip) Cons: - the car seat base was not simple to get installed (lots of reading the manual) - for the price of this stroller I would expect it to ride down the road better (especially when using it with the bassinet you can see it shaking with every bump and uneven road) These are just some of the things I’ve noticed in the short time I’ve owned this system. Overall it is a nice system, that looks and feels high quality. I will return to update my review when I’ve had longer with the product.",2,positive
27-04-2019,Glammommy94,Beautifully designed travel system,I ordered my travel system Monday evening and received it by Friday afternoon. I ordered the Onyx and I must say it is beautiful in person. The stroller set up is easy but I haven’t put my car seat on the base yet or installed it in my car. I haven’t used the stroller with my baby yet but will update my review when I do. I’ve rolled it around my living room and haven’t had any problems with the wheels or anything.,2,positive
14-03-2020,Jackeline,Great product at an excellent price,"We are in love with our new Gold Shyft TS in color opal. Is very sturdy, comfortable, made out of a great material. Color is super beautiful and seems very easy to maintain clean. Have very good space at the bottom. We love the fact that our daughter can grow with it. Carseat and infant basket are very well cushioned, which is a plus and comfortable for babies. Super easy to assemble, easy to closed and open.",2,positive
03-04-2020,jjlove,Quality at a great price!,"After months of research and reading reviews, I bought this this travel system. It has been just over a month and I'm completely in love! It was so easy and quick to put together. I love its compact features and it feels very sturdy and secure. The material used is so soft to the touch, it has almost a luxury feel to it. I also love how versatile it is. Very happy with my purchase and would recommend to anyone.",2,positive
08-05-2019,gmathias90,The highest quality travel system for your child!,"[This review was collected as part of a promotion.] This travel system is incredible. The stroller is super lightweight and at 5’8” the height of the handlebars are perfect for me. You can put the infant seat in the stroller or have your child just in it either facing forward or towards you. I love that the option is there to switch it without having to use the infant seat itself. This car seat though. It. Is. Incredible. It has two features that I specifically love. The first is the SensorSafe chest clip. It lets you know that your child is buckled in safely, if your baby is too hot/cold, doesn’t move for a long period of time or is still in the car. The app is so easy to use. The second is hooking it into the car. It takes like 2 minutes to install it. With they easy clip you can get the base in there as tight as you can imagine. The car seat is also super cushy and you know your baby is comfortable. Highly recommend!!",2,positive
02-09-2019,Cristina,Overall I’m happy just questioning one thing.,I bought the pink Evenflo Gold Shyft.. overall Its okay just wished there is few things I would of perfected a bit more. When I have the stroller fully opened and the car seat is in place .. the part that bends the stroller has a bit of a wiggle.. so it doesn’t feel 100% secure. Not sure if that is the way it’s suppose to be. I will be contacting the company and see if that is the way it’s suppose to wiggle.,2,positive
26-05-2021,Monroe910,Excellent Stroller Set!!,"I purchased the stroller two days before my delivery.I had no idea I was choosing such a great set it has really great features the car seat and big seat can be switched around. also the sensor safe impresses people when they see it the only thing I don’t like is that I should have chosen a different colour and that there is no front tray, feeding tray or handlebar tray. I highly recommend this stroller set.",2,positive
18-04-2020,GCON,"Easy to fold, light weight, comfortable","I bought the evenflo gold shift in moonstone 2 weeks before baby is due and am so impressed with the quality of the stroller for such a reasonable price! Takes two seconds to fold and even less time to open, living up 3 story walk up I find it easy and light weight to bring upstairs. Comfortable grips on the handles as well as the car seat. Loving the safety features as well as the big wheels. 100% recommend",2,positive
12-11-2019,Kal82,"So far, so good","Baby arrives next month. For the set being “gold” and superior to what we can find alternatively from Evenflo in stores and from other retailers online, I don’t see much that stands out. Fabric is average and the look is average in my opinion. I guess you’re really paying for the sensor safe feature. Rides smooth and I like the adaptability from stroller to car seat to stroller seat with just a click.",2,positive
19-04-2019,Bjones55,So safe and easy to use,"This system is sleek and easy to handle. It has so many safety features that help us feel confident as first time parents. It is extremely easy to use for us as well as grandparents who have helped watch the baby. It even has a cup holder which may seem like a small detail but is really helpful to keep your hands free. I would suggest this carrier system to any parent, expecting parent, or as a gift.",2,positive
09-02-2022,SafinaK,Highly recommended,"As first time parents, We love this set! The SensorSafe feature is amazing and provides a peace of mind when traveling ensures baby is safe. Easy to move the headrest as baby grows. Sometimes the belt sticks but not a huge deal. We also love how it’s not bulky when folding the stroller to put in the car. Both the car seat and toddler seat are separate, not attached to the stroller. Highly recommend.",2,positive
26-05-2021,MelanieF,Very Easy to Assemble!,"This travel system was purchased by my husband and I for our third child. We wanted something with soft fabric that was going to be easy for travel. Out of the box this system took me five minutes to put together. I love how easy the stroller can be changed. Very simple compared to other strollers we have had in the past. However, the base did not come with the load leg as the description entailed.",2,positive
26-04-2019,Anabella92,Excellent Travel System!!,"[This review was collected as part of a promotion.] We wanted to wait about a week before writing a review. We were so excited to get the box dropped off at our doorstep. The shipping was really fast! As soon as we pulled the stroller out of the box, we knew we were going to enjoy pushing this thing around. The back wheels are a little wide but it's nothing that can't be overcome. The assembly was easy and instructions were clear. It's really nice that you can move the toddler seat around in different positions. The car seat is nice and padded and provides really good head/neck support. The car seat is pretty easy to install. The sensorsafe buckle is really neat and an excellent safety feature! It's easy to setup following the instructions. Overall we are really happy with this car seat/stroller combo! I definitely recommend this travel system. Very easy to use, maneuver and the sensorsafe buckle is a great addition to keep our kids safe!",2,positive
15-02-2020,RosieC,"So easy to assemble, smooth ride!","As a first time mom, I researched endlessly for a stroller that had so many nice features and was worth my money. This was definitely THE purchase to make. The stroller rides so smooth. The sleek design is also very appealing. Assembling was quick and fast. Fits in my sedan nicely. Love that the car seat can be used with or without base as well. Light enough for mommas to carry into trunk as well.",2,positive
07-08-2020,earl0509,Excellent,I bought this before our baby was born and I'm so glad I did!!! It was a highly recommended product with excellent overall rating. The style and safety feature is what I'm looking for are all here in this excellent product. I'm so happy with my purchase. I definitely recommend this product to a friend and family as well. You'll never get wrong with this!!! The stroller is easily folded =).,2,positive
09-07-2021,JenH,The best option out there!,"This system is so impressive. I previously owned a Britax system. I always thought it was great. But wow this one is so much nicer in every way. The safety features are amazing. Everything feels very high quality. There are so many different seat options, but it’s also so easy to use. The wheels glide very nicely and the undercarriage is huge. This is everything I was looking for and more.",2,positive
23-12-2019,CHolcomb,Great customer service and high quality!,"I went back and forth between so many different travel systems and ultimately decided on the Evenflo Gold and I’m so glad I did! Our baby is not here yet so I can’t review using the system or car seat with here but from what I see I’m very pleased! The main factor in selecting the Gold brand was because of the load leg that comes with the infant car seat base. I really wanted that feature but couldn’t pay the high prices that other seats with this feature cost. The car seat is made of high quality, soft fabric and looks very upscale. The stroller system is light and easily collapses. The toddler seat that comes with the stroller is also extremely nice to have. We can’t wait to put it to the test when our daughter arrives! You also can’t beat the added benefit of having Sensor Safe. I’m hoping it works as well as it says! Also, to add each time Ive spoken with customer service they have been great!",2,positive
19-06-2021,Artemisiac,Best stroller,Best stroller ever! We received this as a baby shower gift from my family. It was SO easy to put together and continues to be so simple to use. I love how the car seat and bassinett can be interchangeable. I also love how they can be installed forward facing or backwards. So handy when it's sunny out. It's also very stylish! We use this stroller on trails as well and its super durable.,2,positive
26-05-2021,MeganF,Would 100% recommend!,I love this set! It is light weight so makes it super easy to carry the baby is the car seat. The stroller is compact and fits in my car easily and it is easy to move around places. The basket at the bottom is very big so I can fit lots in it which is super helpful. Love the safety features it has and that it has sensor safe. Would recommend this to anyone who is about to have a baby.,2,positive
20-12-2019,Anonymous reviewer,Great features,"I love my evenflo sensorsafe technology shyft travel system! As first time parents my husband and I were willing to spend a little more in order to feel a bit more easy minded on our baby and our baby’s safety. One thing we did have a little bit of trouble with was attaching and dis attaching the car seat to the stroller base, it felt a bit rough but with practice we got it down.",2,positive
28-04-2019,Tia Mama Mia,Cadillac of carriages!!,"[This review was collected as part of a promotion.] This sleek looking, smooth riding, luxurious seating... this carseat even has an alarm on the chest buckle to let you know if it unlatched, no not a loud alarm!! This carriage has all the bells and whistles when it comes to carriages!! I'm in loveeee with every aspect, how smooth it rides and turns, storage and the seat. It's an upgraded version of the Pivot carriage by Evenflo!!",0,negative
26-05-2021,EmmaC,Love this travel system!,"We love this travel system so much! I love how you can click the carseat right to the stroller attachment. I love how the toddler seat can lay down for baby to be in as well. I love the Moonstone colour and the seat looks comfy for baby too. This system is super easy to put together, to use and take down and is very light weight. I love it and I wish I had it for my first.",2,positive
30-04-2019,Kadith,GREAT travel system!,[This review was collected as part of a promotion.] We love this travel system! Great look and feel of this car seat and stroller. Very sleek design and so comfortable for my 10 month old daughter. It's easy to put together and so easy to maneuver and collapse for loading in the car. Very versatile and something we use daily. The sensor safe feature for the car seat puts our minds at ease when traveling with precious cargo!,2,positive
23-08-2019,Leslie23,Awesome car seat!,"I just received this car seat in a couple days ago and immediately fell in love with it. Being a first time parent, I wasn’t sure what brand to buy. After looking at all the great reviews I decided to buy this one and I’m so glad I did! its so soft and durable. And I love the SensorSafe feature it gives us a great peace of mind. I can’t wait to use it with our baby girl!",2,positive
04-09-2019,Julie0529,The best stroller and car seat!,I am a first time mommy! I was looking for a safe not to bulky of a car seat and stroller! When I saw the stroller on how many different positions you can put it I fell in love with it! When I saw the car seat with the sensor buckle made it even better! I saw how small the stroller gets when folded and I fell in love right away! The color options isn’t ordinary either!,2,positive
14-09-2021,NicholasG,"Very happy with the Lyft stroller and the Infant car seat. Easy to use, good quality, and aesthetically pleasing","Really happy with the Shyft stroller and the infant car seat. My child is only a few weeks old so I haven’t used the toddler seat for the stroller yet but I’ve used the infant seat on the stroller and in the car. The quality of the product is nice and it is very easy to use. It took some time to figure out how to adjust the buckle of the infant seat but following the manual made it less challenging. The product is easy to maneuver; the infant car seat can be easily removed from the car base and the stroller while the baby is attached. The toddler seat has many adjustments and each is easy to do. The stroller moves smoothly and going for walks are enjoyable. I haven’t had a chance to try SensorSafe because my car doesn’t have an OBD port. Evenflo was very supportive, gave me a few options and shipped me the SensorSafe 3 using Bluetooth. It took a while to arrive but I finally got it and will attach it to the car seat.",2,positive
